x,Location,Roll_No,Photo_No,Scale,Latitude,Longitude,Proj_No,Photo_Date,County,Obtained_from_Where,,,,mxd,Photo_Year
1203,Stone Mills Township,A17856,43,"15,000",,,15972-001,1962-09-14,Lennox Addington,NAPL,,,,,1962-09-14
1204,Stone Mills Township,A23663,154,"35,000",,,15972-001,1974-04-18,Lennox Addington,NAPL,,,,,1974-04-18
1205,Stone Mills Township,A26649,52,"25,000",,,15972-001,1985-04-29,Lennox Addington,NAPL,,,,,1985-04-29
1206,Beamsville,A23294,158,"20,000",,,15156-001,1973-06-11,Lincoln,NAPL,,,,,1973-06-11
1207,Beamsville,A26035,11,"35,000",,,15156-001,1982-06-24,Lincoln,NAPL,,,,,1982-06-24
1208,Vaughan,A10119,11,"20,000",,,15592-001,1946-07-02,York Region,NAPL,,,,,1946-07-02
1209,Vaughan,A13118,89,"40,000",,,15592-001,1951-05-11,York Region,NAPL,,,,,1951-05-11
1210,Vaughan,A16998,100,"25,000",,,15592-001,1960-04-29,York Region,NAPL,,,,,1960-04-29
1211,Ottawa,A31330,62,"15,000",,,16062-001,1983-06-30,Ottawa,NAPL,,,,,1983-06-30
1212,Ottawa,A31330,64,"10,000",,,16062-001,1983-06-30,Ottawa,NAPL,,,,,1983-06-30
1213,Ottawa,A13511,35,"15,000",,,16062-001,1952-08-24,Ottawa,NAPL,,,,,1952-08-24
1214,Azilda,L11-261,,"8,000",,,15912-002,1990,Sudbury,Sudbury GIS,,,,,1990
1215,Azilda,46-153,,"17,000",,,15912-002,1946,Sudbury,Sudbury GIS,,,,,1946
1216,Fenelon Falls,A4807,71,"15,000",,,16145-001,1934-09-28,Kawartha Lakes,NAPL,,,,,1934-09-28
1217,Fenelon Falls,A18786,129,"25,000",,,16145-001,1965-06-04,Kawartha Lakes,NAPL,,,,,1965-06-04
1218,Edwardsburgh,A23843,53,"25,000",,,,1974-08-11,Leeds Grenville,NAPL,,,,,1974-08-11
1219,Ottawa,A26469,188,"25,000",,,16185-001,1984-05-21,Ottawa,NAPL,,,,,1984-05-21
1220,Ottawa,A14755,98,"35,000",,,16134-001,1955-07-07,Ottawa,NAPL,,,,,1955-07-07
1221,Ottawa,A17997,47,"25,000",,,16134-001,1963-05-05,Ottawa,NAPL,,,,,1963-05-05
1222,Azilda,A23842,53,"25,000",,,15912-002,1974-08-06,Sudbury,NAPL,,,,,1974-08-06
1223,Belleville,A11689,430,"25,000",,,16111-001,1948-09-27,Belleville,NAPL,,,,,1948-09-27
1224,Belleville,A19540,89,"35,000",,,16111-001,1966-07-01,Belleville,NAPL,,,,,1966-07-01
1225,Belleville,A23663,99,"35,000",,,16111-001,1974-04-18,Belleville,NAPL,,,,,1974-04-18
1226,Belleville,A27083,106,"50,000",,,16111-001,1987-04-25,Belleville,NAPL,,,,,1987-04-25
1227,Trenton,A1706,7,"15,000",,,15899-002,1929-09-12,Quinte West,NAPL,,,,,1929-09-12
1228,Trenton,A11688,467,"25,000",,,15899-002,1948-09-27,Quinte West,NAPL,,,,,1948-09-27
1229,Trenton,A15337,25,"15,000",,,15899-002,1956-07-26,Quinte West,NAPL,,,,,1956-07-26
1230,Trenton,,,,,,15899-002,1981-04-10,Quinte West,NAPL,,,,,1981-04-10
1231,Stratford,A22892,26,"25,000",,,16181-001,1972-07-06,Stratford,NAPL,,,,,1972-07-06
1232,Stratford,A26976,130,"7,000",,,16181-001,1986-07-23,Stratford,NAPL,,,,,1986-07-23
1233,Stratford,A10066,63,"20,000",,,16181-001,1946-06-23,Stratford,NAPL,,,,,1946-06-23
1234,Stratford,A16447,100,"25,000",,,16181-001,1959-04-23,Stratford,NAPL,,,,,1959-04-23
1235,Stratford,A16447,102,"25,000",,,16181-001,1959-04-23,Stratford,NAPL,,,,,1959-04-23
1236,Stratford,A22892,50,"25,000",,,16181-001,1972-07-06,Stratford,NAPL,,,,,1972-07-06
1237,Oakville,A27356,73,"40,000",,,16181-001,1988-09-16,Oakville,NAPL,,,,,1988-09-16
1238,Oakville,A23669,35,"25,000",,,16181-001,1974-04-20,Oakville,NAPL,,,,,1974-04-20
1239,Oakville,A18950,19,"20,000",,,16181-001,1965-07-26,Oakville,NAPL,,,,,1965-07-26
1240,Kitchener,A18758,80,"25,000",,,16181-001,1965-05-12,Kitchener,NAPL,,,,,1965-05-12
1241,Kitchener,A24697,33,"25,000",,,16181-001,1977-07-14,Kitchener,NAPL,,,,,1977-07-14
1242,Kitchener,A25947,57,"25,000",,,16181-001,1982-04-01,Kitchener,NAPL,,,,,1982-04-01
1243,Kitchener,A28250,144,"20,000",,,16181-001,1995-10-01,Kitchener,NAPL,,,,,1995-10-01
1244,Stratford,A16447,79,"25,000",,,16181-001,1959-04-23,Stratford,NAPL,,,,,1959-04-23
1245,Stratford,A16447,80,"25,000",,,16181-001,1959-04-23,Stratford,NAPL,,,,,1959-04-23
1246,Stratford,A16447,81,"25,000",,,16181-001,1959-04-23,Stratford,NAPL,,,,,1959-04-23
1247,Belleville,A23292,173,"20,000",,,16271-002,1973-06-03,Belleville,NAPL,,,,,1973-06-03
1248,Belleville,A28135,5,"20,000",,,16271-002,1994-09-15,Belleville,NAPL,,,,,1994-09-15
1249,Whitby,RA32,29,"15,000",,,15886-001,1927-09-08,Whitby,NAPL,,,,,1927-09-08
1250,Whitby,A13997,71,"20,000",,,15886-001,1954-05-24,Whitby,NAPL,,,,,1954-05-24
1251,Whitby,A23294,81,"20,000",,,15886-001,1973-06-11,Whitby,NAPL,,,,,1973-06-11
1252,Baxter,A16517,38,"12,000",,,16283-001,1959-06-09,Muskoka,NAPL,,,,,1959-06-09
1253,Port Hope,A177,93,"20,000",,,15091-001,1928-07-02,Northumberland,NAPL,,,,,1928-07-02
1254,Port Hope,A16567,129,"30,000",,,15091-001,1959-10-21,Northumberland,NAPL,,,,,1959-10-21
1255,Port Hope,A18742,137,"20,000",,,15091-001,1965-04-29,Northumberland,NAPL,,,,,1965-04-29
1256,Port Hope,A23664,2,"25,000",,,15091-001,1974-04-19,Northumberland,NAPL,,,,,1974-04-19
1257,Gananoque,A3254,29,"15,000",,,16264-001,1931-04-16,Gananoque,NAPL,,,,,1931-04-16
1258,Gananoque,A11396,129,"25,000",,,16264-001,1948-07-02,Gananoque,NAPL,,,,,1948-07-02
1259,Gananoque,A13968,102,"30,000",,,16264-001,1954-04-29,Gananoque,NAPL,,,,,1954-04-29
1260,Gananoque,A18002,151,"20,000",,,16264-001,1963-05-15,Gananoque,NAPL,,,,,1963-05-15
1261,Gananoque,A23293,116,"20,000",,,16264-001,1973-06-02,Gananoque,NAPL,,,,,1973-06-02
1262,Gananoque,A27549,172,"9,000",,,16264-001,1989-04-24,Gananoque,NAPL,,,,,1989-04-24
1263,Gananoque,A28135,20,"20,000",,,16264-001,1994-09-15,Gananoque,NAPL,,,,,1994-09-15
1264,Belleville,A2105,71,"20,000",,,16279-001,1930-04-20,Prince Edward County,NAPL,,,,,1930-04-20
1265,Belleville,VRR2680,124,"20,000",,,16279-001,1966-06-21,Prince Edward County,NAPL,,,,,1966-06-21
1266,Belleville,A23662,9,"35,000",,,16279-001,1974-04-19,Prince Edward County,NAPL,,,,,1974-04-19
1267,Belleville,A25661,52,"25,000",,,16279-001,1981-04-10,Prince Edward County,NAPL,,,,,1981-04-10
1268,Belleville,A28172,128,"50,000",,,16279-001,1995-04-07,Prince Edward County,NAPL,,,,,1995-04-07
1269,Beaverton,A24394,69,"50,000",,,10006-002,1976-05-27,Durham,NAPL,,,,,1976-05-27
1270,Beaverton,A28173,5,"50,000",,,10006-002,1995-04-15,Durham,NAPL,,,,,1995-04-15
1271,Ottawa,A9610,113,"15,000",,,16401-001,1945-10-30,Ottawa,NAPL,,,,,1945-10-30
1272,Ottawa,A26472,20,"25,000",,,16401-001,1984-05-21,Ottawa,NAPL,,,,,1984-05-21
1273,Ottawa,A19674,84,"35,000",,,16401-001,1966-07-30,Ottawa,NAPL,,,,,1966-07-30
1274,Muskoka,A27135,115,"12,000",,,16283-001,1959-06-09,Muskoka,NAPL,,,,,1959-06-09
1275,Uxbridge,A17188,40,"30,000",,,16479-001,1960-09-07,Durham,Trent-U,,,,,1960-09-07
1276,Wooler,A17933,39,"15,000",,,16544-001,1962-10-19,Quinte West,NAPL,,,,,1962-10-19
1277,Wooler,A25661,61,"25,000",,,16544-001,1981-04-10,Quinte West,NAPL,,,,,1981-04-10
1278,Kingston,A28178,133,"50,000",,,16544-001,1995-05-03,Kingston,NAPL,,,,,1995-05-03
1279,Wooler,A28172,133,"50,000",,,16544-001,1995-07-04,Quinte West,NAPL,,,,,1995-07-04
1280,Belleville,A19868,165,"25,000",,,16515-001,1967-04-18,Belleville,NAPL,,,,,1967-04-18
1281,Belleville,A19868,167,"25,000",,,16515-001,1967-04-28,Belleville,NAPL,,,,,1967-04-28
1282,Belleville,A24321,20,"20,000",,,16515-001,1976-04-14,Belleville,NAPL,,,,,1976-04-14
1283,Belleville,A25661,52,"25,000",,,16515-001,1981-04-10,Belleville,NAPL,,,,,1981-04-10
1284,York,A12502,113,"10,000",,,,1950-06-04,Toronto,NAPL,,,,,1950-06-04
1285,York,A18944,63,"20,000",,,,1965-07-19,Toronto,NAPL,,,,,1965-07-19
1286,Courtice,RA37,101,"15,000",,,15382-001,1927-09-09,Courtice,NAPL,,,,,1927-09-09
1287,Courtice,A23664,131,"25,000",,,15382-001,1974-04-19,Courtice,NAPL,,,,,1974-04-19
1288,Dwight,A21008,162,"40,000",,,16593-001,1969-06-10,Dwight,NAPL,,,,,1969-06-10
1289,Dwight,A4997,29,"20,000",,,16593-001,1935-05-17,Dwight,NAPL,,,,,1935-05-17
1290,Dwight,A27985,90,"50,000",,,16593-001,1993-10-25,Dwight,NAPL,,,,,1993-10-25
1291,Barrie,A10080,38,"20,000",,,16244-001,1946-06-27,Barrie,NAPL,,,,,1946-06-27
1292,Bath,A13968,32,"30,000",,,16637-001,1954-04-29,Lennox Addington,NAPL,,,,,1954-04-29
1293,Bath,A9867,82,"25,000",,,16637-001,1967-04-29,Lennox Addington,NAPL,,,,,1967-04-29
1294,Bath,A23663,224,"35,000",,,16637-001,1974-04-18,Lennox Addington,NAPL,,,,,1974-04-18
1295,Bath,A27080,172,"9,000",,,16637-001,1987-04-20,Lennox Addington,NAPL,,,,,1987-04-20
1296,Windsor,A20269,4,"20,000",,,16628-001,1967-10-22,Essex,NAPL,,,,,1967-10-22
1297,Windsor,A25380,4,"15,000",,,16628-001,1977-10-04,Essex,NAPL,,,,,1977-10-04
1298,Windsor,A26857,9,"10,000",,,16628-001,1985-10-03,Essex,NAPL,,,,,1985-10-03
1299,Windsor,A27801,24,"25,000",,,16628-001,1992-05-07,Essex,NAPL,,,,,1992-05-07
1300,Grey County,A6003,46,"20,000",,,14266-004,1938-06-04,Grey County,NAPL,,,,,1938-06-04
1301,Grey County,A20972,110,"40,000",,,14266-004,1969-05-27,Grey County,NAPL,,,,,1969-05-27
1302,Grey County,A20972,112,"40,000",,,14266-004,1969-05-27,Grey County,NAPL,,,,,1969-05-27
1303,Grey County,A23283,45,"20,000",,,14266-004,1973-05-05,Grey County,NAPL,,,,,1973-05-05
1304,Grey County,A27111,17,"50,000",,,14266-004,1987-07-05,Grey County,NAPL,,,,,1987-07-05
1305,Grey County,A28173,223,"50,000",,,14266-004,1995-04-15,Grey County,NAPL,,,,,1995-04-15
1306,North Bay,A11688,235,"25,000",,,16400-001,1948-09-25,Nipissing District,NAPL,,,,,1948-09-25
1307,North Bay,A17977,8,"2,500",,,16400-001,1963-05-05,Nipissing District,NAPL,,,,,1963-05-05
1308,North Bay,A25456,3,"20,000",,,16400-001,1980-05-20,Nipissing District,NAPL,,,,,1980-05-20
1309,North Bay,A28138,22,"20,000",,,16400-001,1994-09-19,Nipissing District,NAPL,,,,,1994-09-19
1310,Windsor ,A17466,41,"35,000",,,16628-001,1961-09-18,Windsor,NAPL,,,,,1961-09-18
1311,Windsor ,A23288,74,"20,000",,,16628-001,1973-05-18,Windsor,NAPL,,,,,1973-05-18
1312,Windsor ,A26887,1,"25,000",,,16628-001,1986-04-28,Windsor,NAPL,,,,,1986-04-28
1313,Windsor ,A27801,45,"25,000",,,16628-001,1992-05-07,Windsor,NAPL,,,,,1992-05-07
1314,Brighton,A11689,216,"25,000",,,16128-002,1948-09-25,Brighton,NAPL,,,,,1948-09-25
1315,Brighton,A25686,38,"50,000",,,16128-002,1981-04-30,Brighton,NAPL,,,,,1981-04-30
1316,Kingston,A5405,67,"15,000",,,16491-001,1936-07-02,Kingston,NAPL,,,,,1936-07-02
1317,Kingston,A8882,26,"15,000",,,16491-001,1945-08-09,Kingston,NAPL,,,,,1945-08-09
1318,Kingston,A24280,14,"20,000",,,16491-001,1975-10-28,Kingston,NAPL,,,,,1975-10-28
1319,Kingston,A25646,43,"20,000",,,16491-001,1981-03-26,Kingston,NAPL,,,,,1981-03-26
1320,Kingston,A28135,33,"20,000",,,16491-001,1994-09-15,Kingston,NAPL,,,,,1994-09-15
1321,Kingston,A11396,112,"25,000",,,16667-001,1948-07-02,Kingston,NAPL,,,,,1948-07-02
1322,Kingston,A24280,33,"40,000",,,16667-001,1975-10-28,Kingston,NAPL,,,,,1975-10-28
1323,Kingston,A27081,148,"20,000",,,16667-001,1987-04-11,Kingston,NAPL,,,,,1987-04-11
1324,Kingston,A28172,67,"50,000",,,16667-001,1995-04-07,Kingston,NAPL,,,,,1995-04-07
1325,Smiths Falls,A5405,21,"15,000",,,16673-001,1936-07-02,Smiths Falls,NAPL,,,,,1936-07-02
1326,Smiths Falls,A12449,174,"15,000",,,16673-001,1950-05-09,Smiths Falls,NAPL,,,,,1950-05-09
1327,Smiths Falls,A17828,88,"25,000",,,16673-001,1963-05-15,Smiths Falls,NAPL,,,,,1963-05-15
1328,Smiths Falls,A31150,107,"10,000",,,16673-001,1977-04-12,Smiths Falls,NAPL,,,,,1977-04-12
1329,Innisfil,RA45,16,"15,000",,,15343-002,1927-10-11,Simcoe,NAPL,,,,,1927-10-11
1330,Newcastle,A16867,61,"20,000",,,15760-001,1959-10-21,Newcastle,NAPL,,,,,1959-10-21
1331,Newcastle,A16867,63,"20,000",,,15760-001,1959-10-21,Newcastle,NAPL,,,,,1959-10-21
1332,Newcastle,A18587,37,"20,000",,,15760-001,1964-08-06,Newcastle,NAPL,,,,,1964-08-06
1333,Newcastle,A23664,125,"20,000",,,15760-001,1974-04-19,Newcastle,NAPL,,,,,1974-04-19
1334,Whitby,A3250,26,"15,000",,,15540-001,1931-04-14,Whitby,NAPL,,,,,1931-04-14
1335,Whitby,A10119,62,"20,000",,,15540-001,1946-07-02,Whitby,NAPL,,,,,1946-07-02
1336,Whitby,A13997,73,"20,000",,,15540-001,1954-05-24,Whitby,NAPL,,,,,1954-05-24
1337,Whitby,A18587,7,"20,000",,,15540-001,1964-08-06,Whitby,NAPL,,,,,1964-08-06
1338,Whitby,A23294,83,"20,000",,,15540-001,1973-06-11,Whitby,NAPL,,,,,1973-06-11
1339,Whitby,RA46,80,"15,000",,,15540-001,1927-10-20,Whitby,NAPL,,,,,1927-10-20
1340,Whitby,RA46,83,"15,000",,,16395-001,1927-10-20,Whitby,NAPL,,,,,1927-10-20
1341,Whitby,RA46,81,"15,000",,,16395-001,1927-10-20,Whitby,NAPL,,,,,1927-10-20
1342,WHitby,A27302,55,"20,000",,,15750-001,1988-05-05,Whitby,NAPL,,,,,1988-05-05
1343,Beaverton,RA31,66,"15,000",,,16550-001,1929-09-06,Durham,NAPL,,,,,1929-09-06
1344,Beaverton,A18785,37,"25,000",,,16550-001,1965-06-02,Durham,NAPL,,,,,1965-06-02
1345,Fraserville,A25686,12,"50,000",,,16327-001,1981-04-30,Fraserville,NAPL,,,,,1981-04-30
1346,Kingston,A11465,37,"15,000",,,16667-001,1948-07-04,Kingston,NAPL,,,,,1948-07-04
1347,Whitby,RA46,69,"15,000",,,16395-001,1927-10-20,Whitby,NAPL,,,,,1927-10-20
1348,Portage-du-Fort,A2966,44,"15,000",,,15941-001,1930-10-12,"Portage-du-Fort, Quebec",NAPL,,,,,1930-10-12
1349,Portage-du-Fort,A13084,84,"20,000",,,15941-001,1950-11-14,"Portage-du-Fort, Quebec",NAPL,,,,,1950-11-14
1350,Portage-du-Fort,A18073,227,"20,000",,,15941-001,1963-06-17,"Portage-du-Fort, Quebec",NAPL,,,,,1963-06-17
1351,Portage-du-Fort,A21464,22,"35,000",,,15941-001,1970-06-12,"Portage-du-Fort, Quebec",NAPL,,,,,1970-06-12
1352,Portage-du-Fort,A27171,108,"50,000",,,15941-001,1987-07-16,"Portage-du-Fort, Quebec",NAPL,,,,,1987-07-16
1353,Forester Falls,A2196,27,"15,000",,,15941-001,1930-05-10,Renfrew,NAPL,,,,,1930-05-10
1354,Forester Falls,A21469,154,"35,000",,,15941-001,1970-06-12,Renfrew,NAPL,,,,,1970-06-12
1355,Beachburg,A2197,18,"15,000",,,15941-001,1930-05-10,Renfrew,NAPL,,,,,1930-05-10
1356,Beachburg,A12812,373,"40,000",,,15941-001,1950-08-05,Renfrew,NAPL,,,,,1950-08-05
1357,Beachburg,A17955,112,"25,000",,,15941-001,1962-11-29,Renfrew,NAPL,,,,,1962-11-29
1358,Beachburg,A21469,152,"35,000",,,15941-001,1970-06-12,Renfrew,NAPL,,,,,1970-06-12
1359,Beachburg,A27189,5,"50,000",,,15941-001,1987-07-31,Renfrew,NAPL,,,,,1987-07-31
1360,Perreton,A2152,46,"20,000",,,15941-001,1930-05-05,Renfrew,NAPL,,,,,1930-05-05
1361,Perreton,A12459,54,"40,000",,,15941-001,1950-05-20,Renfrew,NAPL,,,,,1950-05-20
1362,Perreton,A20929,71,"25,000",,,15941-001,1969-04-30,Renfrew,NAPL,,,,,1969-04-30
1363,Perreton,A26300,48,"50,000",,,15941-001,1983-06-19,Renfrew,NAPL,,,,,1983-06-19
1364,Perreton,A27999,185,"50,000",,,15941-001,1993-11-25,Renfrew,NAPL,,,,,1993-11-25
1365,Forester Falls,A27171,66,"50,000",,,15941-001,1987-07-16,Renfrew,NAPL,,,,,1987-07-16
1366,Forester Falls,A17955,108,"25,000",,,15941-001,1962-11-29,Renfrew,NAPL,,,,,1962-11-29
1367,Forester Falls,A12580,356,"20,000",,,15941-001,1950-06-20,Renfrew,NAPL,,,,,1950-06-20
1368,Gatineau,A13141,51,"20,000",,,16882-001,1951-06-08,Gatineau,NAPL,,,,,1951-06-08
1369,Gatineau,A17260,96,"15,000",,,16882-001,1960-10-26,Gatineau,NAPL,,,,,1960-10-26
1370,Gatineau,A17260,98,"15,000",,,16882-001,1960-10-26,Gatineau,NAPL,,,,,1960-10-26
1371,Gatineau,A22224,231,"7,000",,,16882-001,1970-05-08,Gatineau,NAPL,,,,,1970-05-08
1372,Gatineau,A25370,76,"6,000",,,16882-001,1980-02-05,Gatineau,NAPL,,,,,1980-02-05
1373,Gatineau,A31580,191,"15,000",,,16882-002,1990-11-15,Gatineau,NAPL,,,,,1990-11-15
1374,Hawkesbury,A4417,8,"7,000",,,16395-001,1931-11-26,Prescott and Russell,NAPL,,,,,1931-11-26
1375,Hawkesbury,A10907,74,"20,000",,,16395-001,1947-05-12,Prescott and Russell,NAPL,,,,,1947-05-12
1376,Hawkesbury,A18360,83,"35,000",,,16395-001,1964-05-18,Prescott and Russell,NAPL,,,,,1964-05-18
1377,Hawkesbury,A23966,180,"35,000",,,16395-001,1975-05-11,Prescott and Russell,NAPL,,,,,1975-05-11
1378,Cornwall,A28135,78,"20,000",,,16947-001,1994-09-15,"Stormont, Dundas, and Glengarry",NAPL,,,,,1994-09-15
1379,Golden Lake,,,,,,,,,,,,,,1963
1380,Golden Lake,,,,,,,,,,,,,,1993
1381,Ottawa,A18343,52,"25,000",,,16948-001,1964-04-15,Ottawa,NAPL,,,,,1964
1382,Ottawa,A26482,79,"25,000",,,16948-001,1984-06-02,Ottawa,NAPL,,,,,1984
1383,Cornwall,A1080,67,"10,000",,,16947-001,1929,Cornwall,City of Cornwall,,,,,1929
1384,Cornwall,,68,"10,000",,,16947-001,1929,Cornwall,City of Cornwall,,,,,1929
1385,Cornwall,1096,312-28,"12,000",,,16947-001,1957,Cornwall,City of Cornwall,,,,,1957
1386,Cornwall,1096,312-28,"12,000",,,16947-001,1957,Cornwall,City of Cornwall,,,,,1957
1387,Cornwall,72363,63,"7,000",,,16947-001,1972,Cornwall,City of Cornwall,,,,,1972
1388,Cornwall,77090,155,"10,000",,,16947-001,1977,Cornwall,City of Cornwall,,,,,1977
1389,Cornwall,A10245,51,15000,,,16947-001,1946,Cornwall,City of Cornwall,,,,,1946
1390,Cornwall,86109,77,,,,16947-001,1986,Cornwall,City of Cornwall,,,,,1986
1391,Nestleton,RA40,59,"15,000",,,16951-001,1927,Nestleton,NAPL,,,,,1927
1392,Hastings,A9231,87,"20,000",,,16662-001,1945,Hastings,NAPL,,,,,1945
1393,Oshawa,A16867,57,"20,000",,,16606-001,1954,Oshawa,NAPL,,,,,1954
1394,Collingwoood,A6005,20,"20,000",,,16747-001,1938,Collingwood,NAPL,,,,,1938
1395,MacTier,HA361,24,"15,000",,,17055-001,1927,MacTier,NAPL,,,,,1927
1396,MacTier,A17576,79,"25,000",,,17055-001,1962,MacTier,NAPL,,,,,1962
1397,Haliburton,A18252,65,"20,000",,,17078-001,1963,Haliburton,NAPL,,,,,1963
1398,Haliburton,A25690,30,"50,000",,,17078-001,1981,Haliburton,NAPL,,,,,1981
1399,Haliburton,A27996,37,"50,000",,,17078-001,1993,Haliburton,NAPL,,,,,1993
1400,Hartinton,A11276,42,"15,000",,,16909-001,1948,Hartinton,NAPL,,,,,1948
1401,Hartinton,A13969,44,"30,000",,,16909-001,1954,Hartinton,NAPL,,,,,1954
1402,Hartinton,A19483,96,"25,000",,,16909-001,1969,Hartinton,NAPL,,,,,1969
1403,Hartinton,A23663,65,"35,000",,,16909-001,1974,Hartinton,NAPL,,,,,1974
1404,Hartinton,A26649,131,"25,000",,,16909-001,1985,Hartinton,NAPL,,,,,1985
1405,Hartinton,A28172,14,"50,000",,,16909-001,1995,Hartinton,NAPL,,,,,1995
1406,Clearview,A6050,46,"20,000",,,14558-001,1938,Clearview,NAPL,,,,,1938
1407,Oshawa,A19799,88,"25,000",,,17138-001,1966,Oshawa,NAPL,,,,,1966
1408,Arnprior,A31018,64,"15,000",,,17186-001,1975,Renfrew,NAPL,,,,,1975
1409,Arnprior,A31753,198,"15,000",,,17186-001,1996,Renfrew,NAPL,,,,,1996
1410,Ottawa,A10371,208,"25,000",,,17203-001,1946,Ottawa,NAPL,,,,,1946
1411,Wasaga,A3243,46,"15,000",,,16864-001,1931,Wasaga,NAPL,,,,,1931
1412,Almonte,A23190,205,"25,000",,,17268-001,1973,Almonte,NAPL,,,,,1973
1413,Almonte,A27185,1,"20,000",,,17268-001,1987,Almonte,NAPL,,,,,1987
1414,Almonte,A27185,3,"20,000",,,17268-001,1987,Almonte,NAPL,,,,,1987
1415,Almonte,A31579,9,"25,000",,,17268-001,1990,Almonte,NAPL,,,,,1990
1416,Ottawa,A31579,34,"25,000",,,17203-001,1988,Ottawa,NAPL,,,,,1988
1417,Almonte,A27185,2,"20,000",,,17268-001,1987,Almonte,NAPL,,,,,1987
1418,Almonte,16526,22,"30,000",,,17342-001,1959,Almonte,NAPL,,,,,1959
1419,Almonte,A31478,75,"25,000",,,17342-001,1987,Almonte,NAPL,,,,,1987
1420,Bowmanville,A27407,226,"25,000",,,17147-001,1989,Bowmanville,NAPL,,,,,1989
1421,Erinsville,A19541,130,"35,000",,,17155,1966,Erinsville,NAPL,,,,,1966
1422,Oshawa,A23664,219,"25,000",,,17270-001,1974,Oshawa,NAPL,,,,,1974
1423,ottawa,A9546,92,"20,000",,,17203-001,1945,Ottawa,NAPL,,,,,1945
1424,Ottawa,A31529,34,"20,000",,,17203-001,1988,Ottawa,NAPL,,,,,1988
